job_title,job_link,date_posted,employer,salary,location,job_type,whole_body
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/44005870?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-10,Howden Group Holdings,Salary negotiable,South East England,FULL_TIME,"data analyst at hx - we offer a great opportunity to transform the insurance industry from the inside out! hx is an exciting and fast-paced place to work, with the culture of an ambitious small business, yet delivering high-quality enterprise-grade industry-firsts into the global wholesale insurance market.  the company born in 2019, hx is the newest division of howden group holdings, the world's largest majority employee-owned insurance group. built with a blend of insurance industry specialists and technology champions from various industries, hx focuses on digital products  and data solutions including automation, business-to-business / direct-to-consumer sales, analytics and driving business value from data insight.  the position we're looking for a data analyst summary of the role a role for someone to help drive and manage the analysis of insurance data to provide greater insight. this will mean working with the key business stakeholders and it to deliver solutions that meet the business' needs.  responsibilities   help shape business strategy through an understanding of how data can be used to address current and emerging business needs  delivery of assigned projects and contribute to others and other initiatives as required  develop and maintain data, data collection systems, data analytics and other strategies that optimise statistical efficiency and quality  work with internal stakeholders and develop positive relationships with the business units in the group  act as a point of contact for client requirements, project issues and other queries  requirements   2 years' experience working as a data analyst in the insurance industry, particularly the london market  demonstrable experience managing multiple data sets tool and technologies  extensive sql and etl knowledge  a customer centric approach to problem solving and data requests  the location hx?is based in the vibrant area of the city of london. our office is just a short walk away from liverpool street station.?  what we offer   competitive salary & generous pensions   individual private medical cover via bupa   26 weeks full pay maternity leave / 4 weeks full pay paternity leave   agile working arrangements   a wide variety of wellbeing offers: employee assistance programme, cycle to work (up to £5k), digital gp services, mental wellbeing support apps   why should you apply?  if you want…   a career that you define   an access to on-the-job learning and upscale courses (e.g. chartered insurance institute course and certification)   to join the group that considers their people as its chief competitive advantage   to be a part of the place where everyone has a voice, where volunteering in the community is part of the day job, and where everyone is encouraged to play a part towards our sustainability goals.   to make a difference - not just in the workplace, but in the industry and in the wider community.   if you are passionate about fast changing working environment and challenges.   you should join us at hx!"
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/44074490?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-16,Eurocell,Competitive salary,Derbyshire,FULL_TIME,"role: it data administrator working hours: 37.5 hours per weeksalary: £25,000 - £30,000 per annum.eurocell are a stock market listed plc and the market leader for upvc products within the building industry. we know that our people are our greatest asset, we are successful, dynamic, ambitious and looking for great team players to grow with us.we have an excellent opportunity for a data analyst to join our it team in alfreton. key responsibilities: liaising with the category management and production and procurement teams to gain required informationworking with the category management team to enrich specific product data on an ongoing basiscleansing of the erp data systemwhat we need from you:competent user of microsoft excelexcellent verbal & written communication skillsattention to detailbenefits:you will be rewarded with a very competitive basic salarya solid career pathway and structured progressionemployee discount on eurocell productslife assurancepension planemployee assistance programmediscounts across many well-known online and high street retailers (technology, fashion, supermarkets, entertainment, days out, home and travel)shares - the option to join the eurocell share save scheme, and share the company successa blend of training, including e-learning and on the job training to help your career developmentthis role offers fantastic opportunity to progress within the eurocell group."
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/43910709?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-03,Faith Recruitment,"£23,000 - £25,000 per annum",Surrey,"FULL_TIME, TEMPORARY",our client based in weybridge are seeking a data analyst o join the business on a 3-month temporary basis. key responsibilities:  maintain and update database ensuring consistency and accuracyload all info om the databaseprovide all-round support to the managerad hoc assistance with reports and admin as requiredliaise with sites regarding invoicesdaily/weekly analysis reportingmonitor inboxes and assist with general queries and customer complaintsliaise with contractorsmonitor inbox and deal with ad-hoc queries where required  experience:  excellent data entry skillsstrong microsoft office skills including excelexcellent attention to detail and accuracyable to work well towards deadlines
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/43937147?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-06,Goodman Masson,"£35,000 - £38,000 per annum",South East England,FULL_TIME,"a leading housing association we are partnered with are recruiting for a business intelligence analyst / data analyst to join their growing team. reporting into the business intelligence manager, you will be providing the business with data intelligence  through reporting and data visualisation and serve as an organisational resource in designing and understanding performance metrics in order to drive improved performance.  what will you be doing in this role?  providing accurate and up to date, regular management and performance information for the board and exec team as well as data analysis and reports required across the business as a business intelligence analyst you will respond to staff helpdesk enquiries and identify trends and common issues relating to data use in the organisation you will analyse data to confirm its integrity, statistical validity and compliance with regulatory guidance or any other audit requirements you'll work with various teams in the business to develop a common understanding of data definitions and agree kpi requirements identifying and addressing areas of weakness in information systems in relation to data in general (this could include the deployment of new analytic and data reporting tools) manage and maintain one or more data repositories to ensure the business has relevant access to key data as required as a business intelligence analyst you will be collecting, interpreting, and presenting data in new and insightful ways to help the business understand and improve performance you'll also be developing detailed knowledge of business processes, kpis, and information systems to position yourself as an internal authority on reporting integrity and kpi design  what do you need to apply for this role?  demonstrable strong skills in sql and database reporting tools as well as a robust understanding of data sourcing and management t-sql skills ms excel advanced level experience working with large data sets including identification and correction of inconsistencies management information reporting experience microsoft business intelligence suite specifically ssis and ssms"
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/43943982?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-06,Hays Specialist Recruitment Limited,"£25,000 - £27,000 per annum",Wiltshire,FULL_TIME,"salary circa £25k - permanent role data analyst - permanent role - hybrid working hays are recruiting for a data analyst on a permanent basis for our chippenham based client.  your new rolethis role is an integral component to the success of a range of central functions as well as achieving operational efficiency through advanced business workflows and technical know-how. secondary responsibilities include supporting all business as usual processes  & support models across a range of hr t&a and payroll workstreams through root cause analysis. data insights & appropriate modelling will aid strategic decision making and function development roadmaps of which this role will be heavily involved for complete  solution delivery.responsibilities:  application & workflow development: key involvement in developing technical solutions. this will range from project planning, exhaustive testing, release timetables & multi-tier support options following release.change management: contribute to change release process to improve the adoption of any operational improvements.reporting insights: support a framework of reports that provide insights to drive operational improvement and compliance whilst promoting critical improvement.data competency: interrogate a range of data sources to improve workflows or overcome limitations by approaching the problem from a new direction.testing & monitoring: ranging between recovery from systems outage, user acceptance testing of defects and change; delivering solutions that rely on kpi's that show workflow performancecontinuous improvement of available system and process documentation following system changes or processes - this include knowledge article design and development of a network of related knowledge what you'll need to succeed experience in using power queryexperience in database adminaccuracy, attention to detail and a methodical approach to complicated configurationsadvanced data analysis & presenting skillsability to multi-task, work to deadlines, prioritise under pressureexcellent and self-sufficient organisational skillsunderstanding of process improvement and business changeresourceful approach to problem solvingproficient using a range of microsoft productsexperience with any of the following systems preferred but not essential: oracle cloud; kronos; resourcelink what you'll get in return salary circa £25khybrid working patternshare incentive planemployee benefits platform hays specialist recruitment limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers. by applying for this job you accept the t&c's, privacy policy and disclaimers which can be found at hays.co.uk"
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/44162873?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-23,Michael Page Technology,"£28,000 - £36,500 per annum, inc benefits",Avon,FULL_TIME,"leading financial services company require a data analyst to join their finance information supplier (fis) team which enables management to assess business performance and to shape future products and initiatives. you will provide finance information for  statutory & regulatory reporting, helping the client report in an efficient and well controlled manner. client details leading financial services organisation  description leading financial services company require a senior data analyst to join their finance information supplier (fis) team which enables management to assess business performance and to shape future products and initiatives. you will provide finance information  for statutory & regulatory reporting, helping the client report in an efficient and well controlled manner. key responsibilities   to support downstream stakeholders, the mis system must maintain high-quality financial information with a robust financial controls framework.management reporting and maintain constant attention to detail ensuring mis data is reconciled to other systems and improve financial controls.  interact with partners across finance, treasury, credit risk and it.  support statutory reporting and submissions to external audit and industry regulators.  using the fis platform to evaluate detailed financial information to support user queries, investigate defects, or interpret application performance.  pro-actively improve your technical understanding of the core banking systems and create opportunities to leverage more value from the platform for the business. key skills  excellent administrative and organisational skills to cope with competing queries and deadlinesconfident stakeholder management with an ability to communicate complex information in a straightforward wayability to analyse financial data and an understanding of the bank's financial operations and its management reporting objectivesconfident data analysis to assess daily controls & reconciliations and to articulate issuesstrong technical skills in microsoft excel, additional skills in sas and sql are highly desirablean appetite for delivering continuous improvement of controls and reports for usersexcellent attention to detail profile  excellent administrative and organisational skills to cope with competing queries and deadlinesconfident stakeholder management with an ability to communicate complex information in a straightforward wayability to analyse financial data and an understanding of the bank's financial operations and its management reporting objectivesconfident data analysis to assess daily controls & reconciliations and to articulate issuesstrong technical skills in microsoft excel, additional skills in sas and sql are highly desirablean appetite for delivering continuous improvement of controls and reports for usersexcellent attention to detail job offer opportunity to join a leading uk financial services company opportunity to enhance data analysis and it skills"
Data Analyst ,https://www.reed.co.uk/jobs/data-analyst/44293586?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-10-06,Gazprom Marketing & Trading,Competitive salary,Lancashire,FULL_TIME,"about us our history a small, independent gas supplier in the north west of england, pennine natural gas was how we began. but we are always reaching for better. since joining the gazprom group in 2006 and becoming gazprom energy we have gone from strength to strength becoming  one of the leading b2b gas suppliers in the uk and expanding into france and netherlands. we now supply over 60,000 business customers at close to 100,000 sites across europe. manchester is home to our european headquarters and our locations are united by our ethos: making customers happy, doing the basics brilliantly and finding new ways to go above and beyond their expectations. our future  the energy world is changing, driven by forces of decarbonisation, competition, digitalisation and customer expectations. our strategy over the next few years responds to these big changes. this means always reaching for better for our customers, for our  business and for ourselves as individuals. we have an ambitious growth strategy that builds on our strengths - our culture, our people and our brand. we are growing in electricity, in green and in gas. we’re strengthening our foundations - our systems and our behaviours. big things are happening  at gazprom energy - and we’re looking for talented people comfortable with data and digital technologies to join us on this journey. our culture is defined by our people and gazprom energy is a place where you can be yourself. we are friendly, enthusiastic, helpful and purposeful. we encourage everyone to have a learning mindset, challenge respectfully, have a bias for action and to make  evidence-based decisions. in return you can expect to receive the right mix of challenge and support for your role, your wellbeing and ambitions. since 2012 we have been accredited with the investors in people gold standard and are very proud of our track record developing and promoting internal talent. so, if you are one of those people who never likes to settle and enjoys being empowered to find  creative ways to improve, then gazprom energy might be the place for you. role objectives the data analyst, reporting directly to the data science manager, will ensure the day-to-day production of reports for all areas of the business. the data analyst will create data analytics, visualisations, and reports to gain insight into customer behaviors  and trends. duties & responsibilities  create and analyse new datasets from existing databases and industry file flows to be used in downstream analysis.liaise with stakeholders in the wider business to help improve data quality, advise on data strategy and understand existing processes.support the data science function to better understand existing model output and feedback any data quality issues and/or provide more in-depth analysis.maintain existing reports to ensure they remain relevant to current requirements.ensure that existing reports contents are correct and run each day. if a report does not run the analyst will liaise with the data engineers.provide a daily explanation of the changes to report output.explain unusual behaviour or highlight to data science manager where behaviour appears complex to create focus for the data scientists.to be aware of and comply with all company policies and procedures, including but not limited to the gazprom energy data protection policy, equal opportunities policy, and the email and internet acceptable usage policy, in addition to fire and health and  safety regulations the role holder may also be required to carry out any other duties within the scope and purpose of this role as requested by their line manager and in line with business needs. skills & competencies  object orientated programmingpandas or dasknumpy/scipymatplotlib/seaborn/plotlysqlalchemypip/conda package managersexcellent interpersonal skills; able to deal effectively with queries and build relationshipsexcellent attention to detail and a high level of accuracy in all areas of workinitiative to propose solutions and to take independent action based on the needs of the businessable to self-prioritise workload and time in a busy and challenging landscapeawareness of advanced analytical methodologies such as machine learning  collaboration and teamwork - building relationships; positive challenge; valuing individual differencesjudgement and decision making - sourcing and analysing information, risk evaluationinnovation and continuous improvement - continuous improvement mindset review and respond; agility and flexibilitydeveloping self - passion for learning; self-awareness; growth mind-set experience  good level of python development experiencegood level of sql experience with at least one major rdbms (ideally sql server)team development experience, including use of source control such as gitprevious experience in the energy industry preferred but by no means essential education educated to degree level or equivalent qualification in either computer science, physics, mathematics or equivalent"
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/43943316?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-06,greenbean by NRG,"£25,000 - £30,000 per annum",Tyne And Wear,"FULL_TIME, CONTRACTOR","our client is one of the largest british wealth management firms in the uk and they are looking for someone to support their projects within a data analysis role. the ideal candidate will have 2-3 years’ experience working as a data analyst or business analyst  with a large data component role. in this role you will analyse large volumes of data, produce kpi & mi reports using tolls such as power bi. candidates applying for this role such have excellent communication skills, to be able to liable with business stakeholders and be confidence and  have strong initiative. this is a contract role until august 2022. the role ·data analysis to support change projects as deemed necessary ·at least 3 years’ experience working as a data analyst / business analyst with large data component role. ·use of data quality management toolsets such as datactics, informatica etc. ·analysing large volumes of data using appropriate techniques ·production of kpi / mi reports utilising tools such power bi  excellent communication (written and oral): the role requires the ability to liaise with business stakeholders.t-sql / excel / vba and data modelling experienceworking knowledge of business analysis techniques: in particular, business process modelling, requirements analysis.high attention to detail and tenacity to ensure timely completion of tasksability to contribute to a team effort generating enthusiasm among team membersa logical & creative approach to problem solving and an ability to identify critical issues with easeinitiative and self-confidence responsibilities ·understand and adhere to risk and control frameworks and policy frameworks specific to the role in business support ·ensure work is produced to a high level of accuracy and in a timely manner and to relevant slas or business support standards ·escalate any issues as appropriate to management in a timely manner ·take ownership for your personal and professional development ·use experience to identify, develop and implement continuous improvements in working practices ·ensure delivery of an excellent client service, delivering against expectations and keeping all stakeholders updated ·contribute to a positive working environment, demonstrating the brewin dolphin values at all times ·assist with training and supporting other team members ·support delivery of projects where appropriate ·use technical expertise and experience to deliver on project work and deal with more complex analysis and queries for the team ·understand the team goals and the relationship to wider bd processes ·always maintain client confidentiality ·develop accurate mi, reporting and dashboards as defined within role ·be able to analyse and interpret large sets of data and identify trends ·develop and maintain automated data sets ·if a senior manager has delegated responsibilities to the job holder, then an obligation exists to meet these responsibilities on time and in accordance with the established requirements. education ·good standard of education in gcses or equivalent (must include passes in maths and english) ·higher level qualifications such as a levels or degree (or equivalents) are desirable ·ioc merit qualification, is required / to be obtained within 12 months in role ·nvq level 3 in team leader or equivalent management qualification is desirable skills & experience ·2 years’ administrative experience in an operations environment ·adaptable to change ·ability to work independently and as part of a team ·able to communicate professionally with all relevant stakeholders - both written and orally - and able to explain complex technical scenarios in simple business terms ·high level of it proficiency ·excellent analytical, numerical, and problem-solving skills ·able to interpret and understand data requirements from different business area ·able to monitor and audit data quality ·understanding of the financial services sector ·client-focused ·positive can-do attitude ·exceptional attention to detail ·high level of commitment during busy periods, e.g. financial year end. ·time management skills and ability to deal with conflicting priorities"
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/44077878?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-16,Ortus Psr,"£20,000 - £30,000 per annum",Worcestershire,FULL_TIME,"i am working alongside a reputable wealth management firm with a fantastic reputation, that pride themselves on their high quality and wholly personalised financial advice. they are seeking a data analyst to join up with their team, reporting to the operations manager.  the firm in question are offering a strong base salary, alongside flexible working arrangements. responsibilities:  manipulate, analyse, interpret and explain complex data sets to stakeholdersensure the timely delivery of mi (both scheduled and ad-hoc) in line with business requirementsproduce and track key performance indicators skills: in order to be considered for this unique opportunity, candidates need to have -  confident excel user and be able to demonstrate good working knowledge of advanced formulasdetail orientated to ensure high quality outputexcellent numerical and analytical skills if this sounds like the role for you, please apply and we would be happy to discuss the details through with you."
Data  Analyst ,https://www.reed.co.uk/jobs/data-analyst/44110732?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-20,Nelson Scott LLP,"£30,000 - £35,000 per annum",Hampshire,FULL_TIME,"we are looking for a junior data analyst to join our growing data team within this uk regional wealth manager, where data is everything. data is what supports strategic decision making. data helps us understand our customers. data allows automation and efficiencies.  being data-centric is one of our critical technology strategies. you will collaborate across departments and be extremely passionate about data will have a large impact on a growing team. this role will be based out of our whiteley office; combined with arrangements  of working a proportion of the working week remotely post covid. the role    • optimising and cleansing the firm’s decision-making data  • turning business problems into data problems and demonstrate initiative by using existing data to solve real life problems  • get involved in our business automation initiatives  • cross departmental collaboration is key, we want someone who can work directly with other users to gather requirements, provide status updates, and build relationships essential attributes the successful candidate should possess:      • a degree level qualification (2:1 or higher)  • has a high level proficiency in microsoft excel  • has high attention to detail and able to notice patterns and trends in data  • thrives on problem solving and able to suggest solutions  • can manage tasks simultaneously, be involved in exciting new projects whilst delivering work on time  • can communicate effectively and be comfortable communicating ideas to people at all levels across the firm  • can distil a complex problem into a workable solution and implement it  • has gumption and drive to continuously learn and implement new skills and technologies on the fly desirable attributes the successful candidate could possess:      • degree subjects in computer science, engineering or maths  • experience using power bi, power apps, power automate  • experience working with sql and relational databases  • working in the financial industry"
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/44225963?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-29,Altum Consulting,£250.00 - £300.00 per day,South East England,"FULL_TIME, TEMPORARY","altum consulting are working with an exciting saas business who are currently going through and exciting period of transformation. after recently being acquired by a leading private equity firm they are now looking to gain significant market share within  their respective field. we are looking for a proactive data analyst with experience on system implementation projects. the successful candidate will be acting as a hands-on technical sme in data extraction, modelling and profiling techniques to support the data migration timelines.  the role will also support other data activities related to the project goals. key responsibilities will include:  gather business requirements for data migration needsperform source system data analysis in order to manage source to target data mappingperform data cleansing activities as required through engagement with the relevant data stakeholdersperform data migration audit, reconciliation, and exception reportingsupport testing activities in relation to validation of migration processes and datawork with systems & data governance teams to ensure internal controls are implemented and data integrity is maintained post conversioncommunicate status, risks, and progress on an ongoing basis to the project team candidate profile  knowledge of etl processes and methodologieshands on experience in a data migration role migrating into erp or crm systemproven hands on experience of sql server and writing queries for data analysis, cleansing and extraction is preferred but not essential whats on offer  immediate start and 3-6 month contract£250-300/day outside ir35potential ongoing work within the organisation on other transformation projectsopportunity to work with a rapidly expanding and exciting technology business interviews will commence immediately. apply now with an updated cv to be considered for this opportunity."
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/44183563?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-24,Venture Recruitment Partners,"£35,000 - £37,000 per annum",Hampshire,"FULL_TIME, CONTRACTOR","venture recruitment partners are working with a market leading organisation, who are recognised industry leaders, in their search for a data analyst based in petersfield. this role is a 9-month contract and our client offers a flexible work from home policy. responsibilities:  assist on investor and rating agency relationshipswork with other teams to compile and analyse trends, and asset level data and financial information on 'what if’ scenariosanalysis and forecasting of the overall funding arrangement including management of concentration limits, triggers and borrowing basepreparation of daily cash transfer and reconciliation of monthly asset pool movement skills/experience:  advanced sql experience is a muststrong excel skills together with analytical capabilitysecured funding experience within either a bank or lending organisation preferablestrong stakeholder management internally & externally venture recruitment partners (also trading as chilworth partnership ltd) is a recruitment agency. by applying for this role, you are authorising us as a recruitment agency to contact you and to provide services and information relating to job hunting activities.  please see our privacy policy on our website."
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/44112149?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-27,Michael Page Technology,"£35,000 - £42,000 per annum",Wiltshire,FULL_TIME,"innovative, world-renowned british tech company. data analyst role within the global finance analytics team.  client details british technology company with 12,000 worldwide staff, established in the united kingdom in 1991. at the forefront of designing and manufacturing household appliances. description the global finance analytics (gfa) team is an integral part of their finance community. they deliver reporting and analysis of commercial performance across the group, both financial and non-financial, liaising directly with global markets and to provide  support to the executive team. as a centre of excellence for analytics we deliver strategic insights from data and see into the future to enable data-driven decision making as a valued and credible business partner. our strategic focus areas include: · data?: enterprise-wide curated data available for cross functional analytics ? · visualization?: self serve, interactive, dynamic content? · data culture?: embed data in everything? we do · people?: individual growth = team growth the role of data analyst will be a key member of the gfa team as we continue to produce insightful analytics for our global stakeholders across group, categories, markets as well as within finance and commercial. naturally inquisitive and ideally with a strong financial acumen, you will enjoy working with data to uncover insights and patterns through the solutions you develop. you will be comfortable working with ambiguity and bring perseverance and motivation to  deliver your work. job responsibilities include: · creation of meaningful and impactful analytics products and visuals that empower data discovery and action · gathering analytics requirements, design and document efficient solutions, owning delivery from inception to execution · developing proof of concepts to showcase new insight opportunities · business partnering with stakeholder groups to continuously improve the analytics portfolio they use to drive decision making · champion the use of data and analytics, driving adoption and growth in the user base. profile · hands on experience with modern analytical tools (i.e. looker, tableau, power bi, sap analytics cloud) - looker expertise of particular interest · comfortable working with a range of data platforms including google bigquery, sap bw, sap hana, and skilled in writing performant sql · comfortable sourcing, integrating and cleansing data using tools like tableau prep, power automate · successful at delivering within a team running agile and/or another modern project management approach · requirements gathering skills and managing delivery of work using tools like jira. · comfortable in a multi-disciplined team where roles and responsibilities evolve in pursuit of getting the job done · experience working in a pressurised data or analytics team, ideally supporting multiple business functions · authentic, well-rounded data professional with an eye for continuous improvement, ideally with experience across multiple functional areas and industries · a self-starter, able to drive their own initiatives whilst taking a hands-on approach to removing any blockers · a strong communicator with experience translating technical jargon desirable experience: · data manipulation and technical solution development using python, dbt · working knowledge of data science modelling concepts job offer join a world-renowned british tech company within their global finance analytics team! - up to £42,000 - 27 days holiday plus eight statutory bank holidays  - pension scheme - performance related bonus - life assurance - free on-site parking - subsidised café - discounts on company products - private medical and dental"
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/44207545?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-28,Lusona Consultancy (Group) Limited,"£30,000 per annum, inc benefits",Lanarkshire,FULL_TIME,"are you a process-driven and analytical individual looking for your next challenging opportunity if so please get in touch, we currently are recruiting for a data analyst for our client based in east kilbride for their expanding finance team. this is a newly created key role within the business and will be responsible analysing sales & margin, haulage, and overheads across the business with the aim of improving profitability. as well as data analysis, the person will also be responsible for month-end  journal posting, reconciliations, and any further ad-hoc tasks. this role will suit an individual with excellent excel skills, a proactive attitude, and experience in manipulating large amounts of data in excel models. the role will involve • reporting and actioning on weekly/monthly sales and margin reports. • managing large sets of data in order to produce meaningful reports for management. • working closely with the branch network to drive profitability. • calculate and manage p&l accruals. • detailed analysis of haulage/yard costs. • journal posting essential to month end processes. • assisting the finance team with ad-hoc tasks where necessary our client is looking for candidates who are comfortable using excel (lookups, pivots, etc) handling large quantities of data you must be a self-starter with an ability to take ownership of processes and look to improve and streamline where possible attention  to detail is imperative. the successful candidate will work closely with the financial controller, company directors and various managers so require an individual who can build effective working relationships with a range of different stakeholders. in return, our client will offer a competitive salary and flexible hours, and additional benefits including an annual bonus. if you are interested in this opportunity and would be keen to discuss it in more detail please get in touch for a confidential chat."
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/44198555?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-27,Adecco,"£23,000 per annum",Cheshire,FULL_TIME,"adecco chester currently have a brilliant opportunity for a data analyst to join our welcoming and successful client within the exciting automotive sector. salary - £23,000 p/a based in chester, offering hybrid working! key responsibilities include:  use of software such as tableau and snowflake to create tables, tasks and reports to support the businessbusiness analysis - analysing data to highlight key trends relevant to the business.supporting the business with valuation requestsloading of various data sources that sit outside an automated process the ideal candidate will have previous data analysis experience, have a keen attention to detail and be it literate with sound knowledge of excel. previous experience with software such as tableau and snowflake is advantageous but not essential as training  can be provided. this a full-time and permanent position with brilliant benefits included such as: an attractive holiday package, pension scheme, training programmes, staff discount and wellbeing platforms. apply directly for immediate consideration - we look forward to receiving your application! adecco acts as an employment agency for permanent recruitment and an employment business for the supply of temporary workers. the adecco group uk & ireland is an equal opportunities employer. by applying for this role your details will be submitted to adecco. our candidate privacy information statement explaining how we will use your information is available on our website."
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/43996536?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-09,SF Recruitment,"£20,000 - £25,000 per annum",Nottinghamshire,FULL_TIME,"sf recruitment are currently recruiting for a data analyst to join a well established, exciting and gorwing business based in mansfield. this role will be permenant and based from the office with some flexibility to work from home. the successful candidate  will be responsible for: - allocating costs to jobs and creating sales invoices to clients - checking and questioning costs and margins on jobs - producing financial data - monitoring and maintain healthy cash flow - raise a high volume of sales and purchase invoices - general administration duties and project work to assist the commercial team leaders the successful candidate will need to be able to demonstrate strong administrative skills and have a solid knowledge of microsoft systems, particularly excel. you should also have good written and oral communication skills, as you will be liaising with various  people around the business and also speaking directly to clients. you must have great attention to detail as accuracy is vital. in addition you will have the ability to remain calm under pressure and be able to work on your own initiative largely unsupervised.  a good understanding of systems and financial / commercial awareness are desirable although not essential. you must demonstrate advanced excel skills. this role is great for someone looking to progress and grow with the business."
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/43961439?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-07,REED Technology,"£25,000 - £30,000 per annum",Nottinghamshire,FULL_TIME,"data analystupto £30,000 per annum a very niche business with an innovative approach to technology, in a well-established market, are in the market for a professional who can help steer the organisation into a new direction, through effective insight and decision making. this year more than  ever, the need for an effective data professional within the business has become apparent, despite the business model surviving the pandemic relatively unscathed. you will work with key stakeholders within the business to help define how to make use of data that we currently have access to and also, how to implement creative ideas to capture new data, that will help give the business that real edge in the market. you will support basic reports and look to automate where possible; with the eventual dream of self-serve analytics across the business using power bi. as a result, we are looking for the following experience to be considered:- programming language: advanced to expert level sql is essential- report creation - using ssrs, power bi or other bi tools- strong communication - you will be communicating advanced processes at all levels. if you match these criteria and are keen to progress your interest, please do apply today."
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/43975566?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-08,NonStop Consulting Ltd,Competitive salary,South East England,"FULL_TIME, CONTRACTOR","one of nonstop's clients, a governmental department, is looking for a data analyst to engage in a 6 months contract. the agency is safeguarding britain's health and promotes the well-being of uk's citizens and will offer the chance of gaining valuable experience in the public sector and the option to work remotely .  key requirements  * good problem-solving and analytical skills.  * great communicator with experience in reporting to stakeholders  * data management and modelling skills  * experienced user of data visualisation tools. * logical and creative approach to problems .  * good knowledge of gathering requirements and delivering findings.  * q&a, validation and data linkage abilities.  *knowledge of statistical methodologies and data analysis techniques. * equivalent experience of at least one of discrete event simulation or predictive analytics. * experience with r/python. * minimum 12 months of experience working with large surveys or datasets desirable skills  * experience with vba * experience with python * experience with simulation models if this has already sparked your interest apply thru the job portal and for more details please contact me asap bogdan ivan at , on the phone + internal extension: 8184 or directly via linkedin interviews are already taking place but we're still open to applications .  if you are not available but you know someone that would be interested, please forward this to them and help the people in your network as we also offer a referral bonus of £200."
